# Bulbe : BC95, IMF x= 1.35 Y=0.28 Z=0.02 Age 10.0 Gyr
Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
0.033,12.8,5,7.5,3.509,4.99,3,0.22,1.619,1.282,2.699,4.92,15.324,-0.13,282.0,-6.4,0.014,11.112
0.033,12.6,5,7.5,3.513,5.0,3,0.23,1.487,1.293,2.684,5.05,15.267,0.1,282.0,-6.4,0.014,10.944
0.033,11.9,5,7.4,3.525,4.95,4,0.3,1.541,1.169,2.443,4.611,14.428,-0.1,282.0,-6.4,0.014,10.275
0.033,11.8,5,7.4,3.527,4.96,6,0.31,1.533,1.16,2.423,4.594,14.337,-0.07,282.0,-6.4,0.014,10.175
0.033,10.5,5,7.3,3.552,4.86,2,0.45,1.44,1.141,2.086,4.075,13.164,0.11,282.0,-6.4,0.014,8.939
0.033,5.0,5,5.5,3.75,4.48,2,1.02,0.741,0.36,0.762,1.658,7.613,0.42,282.0,-6.4,0.014,4.315
0.052,11.2,5,7.3,3.539,4.9,6,0.37,1.568,1.187,2.259,4.331,14.805,-0.29,282.0,-6.4,0.028,9.607
0.052,8.4,5,6.9,3.604,4.69,1,0.63,1.347,1.337,1.632,3.333,12.073,0.27,282.0,-6.4,0.028,7.03
0.052,6.7,5,6.4,3.664,4.59,5,0.78,1.128,1.077,1.129,2.614,10.394,0.14,282.0,-6.4,0.028,5.595
0.052,5.6,5,6.0,3.717,4.49,4,0.86,0.847,0.523,0.87,2.011,9.175,0.11,282.0,-6.4,0.028,4.82
0.071,11.0,5,7.3,3.542,4.89,7,0.39,1.447,1.117,2.214,4.287,15.261,0.16,282.0,-6.4,0.042,9.407
0.071,10.2,5,7.2,3.559,4.85,3,0.48,1.488,1.179,2.018,4.178,14.547,-0.03,282.0,-6.4,0.042,8.671
0.071,9.6,5,7.15,3.572,4.78,5,0.54,1.471,1.211,1.905,3.824,13.97,-0.3,282.0,-6.4,0.042,8.103
0.071,9.5,5,7.1,3.575,4.79,5,0.55,1.455,1.227,1.865,3.917,13.827,-0.1,282.0,-6.4,0.042,8.034
0.071,9.4,5,7.1,3.577,4.76,2,0.55,1.44,1.24,1.842,3.907,13.668,0.02,282.0,-6.4,0.042,7.934
0.071,7.9,5,6.7,3.62,4.68,4,0.68,1.306,1.208,1.48,3.289,12.274,-0.11,282.0,-6.4,0.042,6.593
0.071,7.7,5,6.7,3.626,4.63,2,0.68,1.291,1.242,1.414,3.217,12.1,0.02,282.0,-6.4,0.042,6.393
0.071,5.2,5,5.6,3.74,4.47,6,0.93,0.704,0.171,0.8,1.795,9.493,-0.33,282.0,-6.4,0.042,4.483
0.071,3.7,5,5.0,3.77,4.07,7,1.11,0.624,0.12,0.679,1.506,8.042,0.1,282.0,-6.4,0.042,3.079
0.071,10.6,5,7.11,3.573,4.99,8,0.3,1.483,1.163,2.205,3.635,14.943,-0.74,282.0,-6.4,0.042,9.335
0.071,7.6,5,6.51,3.655,4.73,8,0.6,1.092,0.828,1.163,2.681,11.972,-0.77,282.0,-6.4,0.042,7.078
0.071,5.4,5,5.15,3.763,4.55,8,0.79,0.59,-0.036,0.705,1.575,9.702,-0.53,282.0,-6.4,0.042,5.272
0.091,10.7,5,7.3,3.548,4.86,5,0.42,1.478,1.141,2.137,4.227,15.535,0.07,282.0,-6.4,0.056,9.139
0.091,10.1,5,7.2,3.561,4.83,5,0.49,1.497,1.192,2.015,4.103,15.01,-0.13,282.0,-6.4,0.056,8.571
0.091,10.0,5,7.2,3.563,4.81,2,0.5,1.484,1.197,1.982,4.119,14.822,-0.05,282.0,-6.4,0.056,8.471
0.091,8.8,5,7.0,3.593,4.72,6,0.6,1.403,1.214,1.738,3.6,13.701,-0.27,282.0,-6.4,0.056,7.398
0.091,7.9,5,6.7,3.62,4.64,5,0.67,1.315,1.23,1.485,3.324,12.848,-0.07,282.0,-6.4,0.056,6.562
0.091,7.3,5,6.5,3.641,4.64,3,0.73,1.24,1.202,1.317,2.946,12.066,0.06,282.0,-6.4,0.056,6.065
0.091,5.5,5,5.8,3.723,4.51,2,0.95,0.815,0.425,0.856,1.985,10.289,-0.03,282.0,-6.4,0.056,4.751
0.091,4.6,5,5.1,3.77,4.42,5,1.06,0.625,0.108,0.686,1.523,9.484,0.06,282.0,-6.4,0.056,3.979
0.091,4.8,5,5.3,3.77,4.49,2,1.07,0.636,0.134,0.689,1.52,9.592,0.14,282.0,-6.4,0.056,4.179
0.091,3.7,5,4.8,3.78,4.13,6,1.15,0.598,0.103,0.646,1.438,8.635,0.15,282.0,-6.4,0.056,3.11
0.091,3.7,5,4.7,3.79,4.22,4,1.22,0.542,0.022,0.607,1.347,8.534,-0.06,282.0,-6.4,0.056,3.142
0.091,1.8,5,3.4,3.91,4.12,2,1.87,0.173,0.128,0.177,0.421,6.584,0.17,282.0,-6.4,0.056,1.624
0.091,1.7,4,3.9,3.89,4.01,2,1.87,0.236,0.123,0.261,0.547,6.493,-0.01,282.0,-6.4,0.056,1.455
0.091,0.0,5,2.7,4.09,4.07,1,3.32,-0.095,-0.354,-0.083,-0.271,4.834,0.14,282.0,-6.4,0.056,0.122
0.111,9.6,5,7.15,3.572,4.77,1,0.53,1.409,1.236,1.902,3.922,14.991,0.25,282.0,-6.4,0.07,8.103
0.111,9.6,5,7.15,3.572,4.77,2,0.53,1.469,1.232,1.897,3.995,14.887,-0.06,282.0,-6.4,0.07,8.103
0.111,9.0,5,7.0,3.587,4.75,5,0.59,1.427,1.219,1.788,3.685,14.239,-0.26,282.0,-6.4,0.07,7.566
0.111,8.5,5,7.0,3.601,4.68,3,0.62,1.392,1.292,1.671,3.609,13.779,0.02,282.0,-6.4,0.07,7.098
0.111,8.5,5,7.0,3.601,4.68,3,0.63,1.375,1.314,1.679,3.367,13.822,0.1,282.0,-6.4,0.07,7.098
0.111,8.3,5,6.9,3.607,4.67,3,0.64,1.373,1.278,1.614,3.564,13.6,-0.01,282.0,-6.4,0.07,6.93
0.111,8.3,5,6.9,3.607,4.68,6,0.65,1.351,1.193,1.617,3.398,13.672,-0.3,282.0,-6.4,0.07,6.93
0.111,8.2,5,6.9,3.61,4.66,7,0.65,1.345,1.209,1.586,3.398,13.564,-0.22,282.0,-6.4,0.07,6.83
0.111,8.0,5,6.7,3.616,4.65,2,0.66,1.329,1.322,1.533,3.208,13.266,0.2,282.0,-6.4,0.07,6.662
0.111,7.7,5,6.7,3.626,4.64,2,0.7,1.277,1.165,1.421,3.152,12.936,-0.22,282.0,-6.4,0.07,6.393
0.111,7.1,5,6.5,3.648,4.64,3,0.75,1.2,1.109,1.257,2.86,12.478,-0.11,282.0,-6.4,0.07,5.93
0.111,6.3,5,6.3,3.682,4.56,2,0.82,1.054,0.952,1.027,2.417,11.527,0.2,282.0,-6.4,0.07,5.325
0.111,6.3,5,6.3,3.682,4.56,3,0.83,1.026,0.848,1.005,2.406,11.594,-0.06,282.0,-6.4,0.07,5.325
0.111,5.7,5,6.0,3.712,4.53,5,0.89,0.887,0.59,0.904,2.095,10.963,0.11,282.0,-6.4,0.07,4.92
0.111,5.4,5,5.8,3.728,4.52,2,0.96,0.783,0.34,0.846,1.939,10.775,-0.14,282.0,-6.4,0.07,4.651
0.111,1.0,3,6.1,3.64,2.34,6,1.23,1.254,1.214,1.27,2.889,6.295,-0.16,282.0,-6.4,0.07,-0.184
0.111,3.4,5,4.4,3.82,4.31,2,1.36,0.448,-0.025,0.506,1.054,8.644,-0.13,282.0,-6.4,0.07,2.938
0.131,9.7,5,7.15,3.57,4.79,4,0.53,1.444,1.231,1.932,3.903,15.393,0.09,282.0,-6.4,0.084,8.203
0.131,9.6,5,7.15,3.572,4.78,5,0.54,1.479,1.228,1.912,3.937,15.321,-0.18,282.0,-6.4,0.084,8.103
0.131,9.1,5,7.1,3.585,4.72,6,0.57,1.441,1.213,1.819,3.673,14.836,-0.35,282.0,-6.4,0.084,7.634
0.131,8.6,5,7.0,3.598,4.71,2,0.62,1.406,1.277,1.698,3.694,14.237,-0.02,282.0,-6.4,0.084,7.198
0.131,8.4,5,6.9,3.604,4.69,1,0.63,1.386,1.293,1.651,3.563,14.125,0.02,282.0,-6.4,0.084,7.03
0.131,8.4,5,6.9,3.604,4.69,2,0.63,1.371,1.324,1.659,3.349,14.156,0.14,282.0,-6.4,0.084,7.03
0.131,8.4,5,6.9,3.604,4.7,4,0.64,1.371,1.321,1.659,3.345,14.09,0.13,282.0,-6.4,0.084,7.03
0.131,8.3,5,6.9,3.607,4.68,3,0.65,1.367,1.301,1.627,3.393,13.949,0.07,282.0,-6.4,0.084,6.93
0.131,7.8,5,6.7,3.623,4.66,6,0.69,1.301,1.193,1.463,3.244,13.495,-0.17,282.0,-6.4,0.084,6.493
0.131,7.4,5,6.5,3.637,4.62,5,0.71,1.264,1.236,1.357,2.984,13.161,0.09,282.0,-6.4,0.084,6.125
0.131,7.0,5,6.5,3.652,4.61,2,0.75,1.183,1.079,1.231,2.804,12.592,-0.15,282.0,-6.4,0.084,5.83
0.131,6.7,5,6.4,3.664,4.59,4,0.79,1.137,1.049,1.141,2.654,12.411,0.03,282.0,-6.4,0.084,5.595
0.131,6.4,5,6.3,3.678,4.56,3,0.8,1.052,0.895,1.03,2.473,12.018,-0.08,282.0,-6.4,0.084,5.36
0.131,6.2,5,6.2,3.687,4.59,1,0.84,0.996,0.77,0.988,2.36,11.774,-0.15,282.0,-6.4,0.084,5.29
0.131,5.3,5,5.6,3.734,4.48,5,0.93,0.742,0.224,0.834,1.892,11.013,-0.35,282.0,-6.4,0.084,4.583
0.131,3.6,4,5.4,3.71,3.77,6,1.21,0.899,0.537,0.898,2.103,9.186,-0.03,282.0,-6.4,0.084,2.776
0.131,4.0,5,4.7,3.8,4.37,1,1.23,0.519,0.006,0.581,1.272,9.711,-0.07,282.0,-6.4,0.084,3.474
0.131,3.8,5,4.6,3.8,4.33,3,1.23,0.524,0.021,0.58,1.269,9.433,-0.01,282.0,-6.4,0.084,3.274
0.131,3.9,5,4.6,3.8,4.36,1,1.25,0.538,0.051,0.58,1.261,9.62,0.12,282.0,-6.4,0.084,3.374
0.131,3.0,4,4.7,3.81,4.07,4,1.41,0.482,0.007,0.545,1.16,8.705,-0.08,282.0,-6.4,0.084,2.563
0.131,2.7,5,3.9,3.87,4.27,1,1.59,0.318,0.067,0.328,0.703,8.464,-0.05,282.0,-6.4,0.084,2.397
0.131,2.3,4,4.2,3.86,4.08,2,1.66,0.337,0.058,0.348,0.752,8.01,-0.05,282.0,-6.4,0.084,1.983
0.131,3.6,4,4.69,3.777,3.97,8,0.92,0.485,-0.204,0.672,1.547,9.186,-1.63,282.0,-6.4,0.084,3.507
0.151,9.4,5,7.1,3.577,4.76,4,0.55,1.423,1.263,1.873,3.841,15.37,0.19,282.0,-6.4,0.098,7.934
0.151,9.1,5,7.0,3.585,4.77,5,0.58,1.426,1.27,1.815,3.727,15.157,0.07,282.0,-6.4,0.098,7.666
0.151,9.0,5,7.0,3.587,4.74,2,0.58,1.409,1.288,1.797,3.647,15.005,0.15,282.0,-6.4,0.098,7.566
0.151,8.4,5,6.9,3.604,4.69,2,0.63,1.385,1.304,1.66,3.497,14.454,0.05,282.0,-6.4,0.098,7.03
0.151,8.3,5,6.9,3.607,4.67,4,0.64,1.377,1.264,1.627,3.546,14.262,-0.08,282.0,-6.4,0.098,6.93
0.151,8.1,5,6.7,3.613,4.66,1,0.66,1.357,1.284,1.569,3.434,14.182,0.03,282.0,-6.4,0.098,6.762
0.151,8.0,5,6.7,3.616,4.66,3,0.67,1.342,1.287,1.541,3.311,13.937,0.06,282.0,-6.4,0.098,6.662
0.151,8.0,5,6.7,3.616,4.66,5,0.67,1.316,1.158,1.534,3.257,13.892,-0.35,282.0,-6.4,0.098,6.662
0.151,7.4,5,6.5,3.637,4.61,3,0.7,1.271,1.256,1.365,2.99,13.356,0.14,282.0,-6.4,0.098,6.125
0.151,6.8,5,6.4,3.66,4.61,3,0.76,1.169,1.119,1.19,2.731,12.741,0.12,282.0,-6.4,0.098,5.695
0.151,6.2,5,6.2,3.687,4.59,5,0.84,1.015,0.823,0.999,2.378,12.209,-0.01,282.0,-6.4,0.098,5.29
0.151,6.2,5,6.2,3.687,4.59,7,0.84,0.982,0.714,0.989,2.365,12.287,-0.32,282.0,-6.4,0.098,5.29
0.151,6.0,5,6.2,3.697,4.53,4,0.84,0.946,0.651,0.949,2.251,12.054,-0.18,282.0,-6.4,0.098,5.09
0.151,6.0,5,6.1,3.697,4.57,2,0.87,0.955,0.686,0.952,2.256,12.067,-0.09,282.0,-6.4,0.098,5.155
0.151,4.9,5,5.4,3.75,4.43,5,0.99,0.697,0.17,0.781,1.739,10.971,-0.15,282.0,-6.4,0.098,4.215
0.151,4.5,5,5.0,3.77,4.4,6,1.04,0.632,0.098,0.702,1.564,10.522,-0.01,282.0,-6.4,0.098,3.879
0.151,4.5,5,5.0,3.77,4.41,5,1.06,0.6,0.012,0.702,1.571,10.541,-0.32,282.0,-6.4,0.098,3.879
0.151,3.1,5,4.2,3.84,4.27,1,1.45,0.397,-0.015,0.443,0.9,8.99,-0.12,282.0,-6.4,0.098,2.701
0.151,1.9,5,3.4,3.94,4.26,1,1.95,0.107,0.094,0.138,0.309,7.866,-0.22,282.0,-6.4,0.098,1.819
0.151,9.2,5,6.91,3.601,4.87,8,0.47,1.354,1.083,1.79,3.341,15.286,-0.77,282.0,-6.4,0.098,8.252
0.171,8.7,5,7.0,3.595,4.7,3,0.61,1.401,1.308,1.741,3.504,14.995,0.1,282.0,-6.4,0.112,7.298
0.171,8.6,5,7.0,3.598,4.71,3,0.62,1.39,1.338,1.718,3.488,14.972,0.22,282.0,-6.4,0.112,7.198
0.171,8.5,5,7.0,3.601,4.68,3,0.62,1.395,1.245,1.69,3.576,14.749,-0.21,282.0,-6.4,0.112,7.098
0.171,8.2,5,6.9,3.61,4.65,3,0.64,1.367,1.254,1.602,3.496,14.38,-0.11,282.0,-6.4,0.112,6.83
